字符,拆分,拆分臺灣,拆分兼一,拆分兼二,拆分兼三,拆分兼四
𱜨,〈乐上〉小𠂇巾,,,,,
𱜩,巾〈判左〉刂,,,,,
𱜪,巾白巾,,,,,
𱜫,行亠巾,,,,,
𱜬,巾〈享上〉小,,,,,
𱜭,巾尸屮凵,,,,,
𱜮,𠂇巾甫,,,,,
𱜯,巾户冂卄,巾戶冂卄,巾一尸冂卄,,,
𱜰,巾龵目,,,,,
𱜱,巾亠〈亦下〉大,,,,,
𱜲,且阝亠巾,,,,,
𱜳,巾冂二⺈口儿,,,,,
𱜴,巾文凵冂厶,,,,,
𱜵,巾〈惠上〉心,,,,,
𱜶,止匕〈立上〉冖巾,,,,,
𱜷,舟殳𠂇巾,,,,,
𱜸,巾〈享上〉冖豕,,,,,
𱜹,一日卄丿乀⺕冖巾,,,,,
𱜺,巾夫夫貝,,,,,
𱜻,巾口口日古,,,,,
𱜼,巾立⺝〈龍右〉,巾立⺼〈龍右〉,,,,
𱜽,干口力刂,,,,,
𱜾,干〈享上〉𧘇,,,,,
𱜿,土䒑十木攵,,,,,
𱝀,䒑廾䒑〈兼下〉,,,,,
𱝁,土䒑十土甲二,,,,,
𱝂,𠂉〈反ユ〉丨日耳又,,,,,
𱝃,广西,,,,,
𱝄,广火又,,,,,
𱝅,广龷小,,,,,
𱝆,广大丶皿,,,,,
𱝇,广木口辶,,,,,
𱝈,广龷勹冂キ,,,,,
𱝉,广龴冂キ心,,,,,
𱝊,广大丷日小,,,,,
𱝋,广⺌冖口手,,,,,
𱝌,广⺍一其,,,,,
𱝍,广阝人镸,,,,,
𱝎,土厶广コ〢丂灬,,,,,
𱝏,广⺍一米夕匸丨,,,,,
𱝐,土厶皿广コ〢丂灬,,,,,
𱝑,彳廴,,,,,
𱝒,日〢廴,,,,,
𱝓,不一止廴,,,,,
𱝔,𡗗廾,,,,,
𱝕,冫馬廾,,,,,
𱝖,王廾⺶工,,,,,
𱝗,立⺝口儿廾,立⺼口儿廾,,,,
𱝘,八刀米糸廾,,,,,
𱝙,弓中,,,,,
𱝚,弓八厶,,,,,
𱝛,八厶弓,,,,,
𱝜,弓⺊尸,,,,,
𱝝,弓甲二,,,,,
𱝞,弓囗王丶,,,,,
𱝟,⼹水一,,,,,
𱝠,⼹夕巾,,,,,
𱝡,彑〈比左〉𠂉大凡,,,,,
𱝢,土八土彡,土儿土彡,,,,
𱝣,月月彡,,,,,
𱝤,罒土厶彡,,,,,
𱝥,木口彡辶,,,,,
𱝦,厶厶厶人彡彡,,,,,
𱝧,冖一兀彡龵一丰,,,,,
𱝨,非心冖一兀彡,,,,,
𱝩,冖一兀彡非心,,,,,
𱝪,彳㇏,,,,,
𱝫,彳⺊一,,,,,
𱝬,彳凡,,,,,
𱝭,彳一巾,,,,,
𱝮,彳𠂉力,,,,,
𱝯,彳⺁𧘇,,,,,
𱝰,彳一巾丿乀丿乀,,,,,
𱝱,彳牛冂刂,,,,,
𱝲,彳户犬,彳戶犬,彳一尸犬,,,
𱝳,彳厶大彡,,,,,
𱝴,彳古月,彳古⺼,,,,
𱝵,彳口口口,,,,,
𱝶,彳山土寸,彳山士寸,,,,
𱝷,彳亽〈倉中〉口,彳亼〈倉中〉口,,,,
𱝸,彳土寸人〈余下〉,,,,,
𱝹,彳虍豕,,,,,
𱝺,彳丿㠯止⺕冖巾,彳丿〈官下〉止⺕冖巾,,,,
𱝻,⺮其彳皮,,,,,
𱝼,厶心,,,,,
𱝽,忄又,,,,,
𱝾,丿七心,,,,,
𱝿,丶乂心,,,,,
𱞀,忄子,,,,,
𱞁,忄已,,,,,
𱞂,王心,,,,,
𱞃,亻𠤎心,亻匕心,,,,
𱞄,匕匕心,,,,,
𱞅,忄丶力丶,,,,,
𱞆,ユ十心,,,,,
𱞇,忄幺𠃌,,,,,
𱞈,忄一𠄌⺄丶,,,,,
𱞉,廿𠃊心,,,,,
𱞊,忄⺊下,,,,,
𱞋,忄⺊尸,,,,,
𱞌,忄瓜,,,,,
𱞍,⺆キ心,,,,,
𱞎,冫马心,,,,,
𱞏,忄力口,,,,,
𱞐,忄巛凵,,,,,
𱞑,心丿冖ㅌ,,,,,
𱞒,忄夂力,忄攵力,,,,
𱞓,又欠心,,,,,
𱞔,忄纟勹丶,,,,,
𱞕,忄⺕寸,,,,,
𱞖,女干心,,,,,
𱞗,忄辰,,,,,
𱞘,忄二八子,,,,,
𱞙,忄西一,,,,,
𱞚,忄丿糸,,,,,
𱞛,忄我,,,,,
𱞜,〈囟框〉卄心,,,,,
𱞝,匚夫丷心,,,,,
𱞞,忄日〈卬左〉卩,,,,,
𱞟,忄〢キ一八,,,,,
𱞠,忄〢又贝,,,,,
𱞡,白勹丶心,,,,,
𱞢,忄勹𠂉十凵,,,,,
𱞣,忄亻亠𧘇,,,,,
𱞤,忄亠〈亥中〉人刂,,,,,
𱞥,丶乂田心,,,,,
𱞦,忄⺷又,,,,,
𱞧,忄广氏丶,,,,,
𱞨,忄⺕冖巾,,,,,
𱞩,忄⼹氺,,,,,
𱞪,忄戈丿一女,,,,,
𱞫,忄木〈柬中〉,,,,,
𱞬,忄木日一,,,,,
𱞭,忄艹田,,,,,
𱞮,忄日立,,,,,
𱞯,忄日业,,,,,
𱞰,忄⺊口戈,,,,,
𱞱,亻火廾心,,,,,
𱞲,钅勹冫心,,,,,
𱞳,忄儿幺⺝,,,,,
𱞴,忄犭艮,,,,,
𱞵,⺈亅忄一日一,,,,,
𱞶,忄⺍冖见,,,,,
𱞷,忄〈立上〉冖巾,,,,,
𱞸,忄⺷大,,,,,
𱞹,门心夕夕,,,,,
𱞺,忄糹勹丶,,,,,
𱞻,忄⺕キ廴,,,,,
𱞼,木夂口心,,,,,
𱞽,忄𠂇口冂口,,,,,
𱞾,忄扌辰,,,,,
𱞿,忄冖一豕,,,,,
𱟀,忄方𠂉斤,,,,,
𱟁,忄亻丨夂朩,忄亻丨攵木,,,,
𱟂,忄火火⺄十,,,,,
𱟃,忄氵冖八木,忄氵冖儿木,,,,
𱟄,忄訁冂人,,,,,
𱟅,礻乚厶口心,,,,,
𱟆,忄耂匕至,,,,,
𱟇,忄十〈具上〉心,忄十目𠃊心,,,,
𱟈,忄止止止,,,,,
𱟉,忄艹夂⺆キ,,,,,
𱟊,忄口口口一丂,,,,,
𱟋,忄非文,,,,,
𱟌,忄⺍冖見,,,,,
𱟍,立木口心,,,,,
𱟎,忄丷日十戈,,,,,
𱟏,忄氵巨木,,,,,
𱟐,忄ユ人日勹〈丿丿〉,,,,,
𱟑,忄㇇止木口,,,,,
𱟒,忄土烏,,,,,
𱟓,忄禾火心,,,,,
𱟔,丿車一亽㇇心,,,,,
𱟕,忄⺮王廾,,,,,
𱟖,⺈⺕心宀夂口,,,,,
𱟗,忄广囗口禾,,,,,
𱟘,忄𠂇工⺝人小丶,忄𠂇工⺼人小丶,,,,
𱟙,⺈⺕心鹿,,,,,
𱟚,忄隹隹言,,,,,
𱟛,龻日干馬長長月戈心,,龻馬長長日月干戈心,,,
𱟜,⺕冖巾戈,,,,,
𱟝,十卄大十戈,十⺿大十戈,,,,
𱟞,⺊丨戈丆目,,,,,
𱟟,匚口口口戈,匸口口口戈,,,,
𱟠,山隹戈,,,,,
𱟡,立⺝〈龍右〉戈,立⺼〈龍右〉戈,,,,
𱟢,户方匚儿,,,,,
𱟣,户冂卄心丿,,,,,
𱟤,艹⺇二户方,,,,,
𱟥,户⺀十日〈比左〉匕,,,,,
𱟦,夂丰辶户方,,,,,
𱟧,户方夂丰辶,,,,,
𱟨,艹夂丰辶户方,,,,,
𱟩,扌丂一,,,,,
𱟪,扌小,,,,,
𱟫,扌彡,,,,,
𱟬,扌习,,,,,
𱟭,扌一火,,,,,
𱟮,扌日乚,,,,,
𱟯,扌リ巾,,,,,
𱟰,扌ユ丨又,,,,,
𱟱,扌田,,,,,
𱟲,手𠂉𠂇㇉,,,,,
𱟳,扌𠂉𠂇㇉,,,,,
𱟴,手冖九丶,,,,,
𱟵,扌厶牛,,,,,
𱟶,扌尢勹丶,,,,,
𱟷,覀手,西手,,,,
𱟸,扌⺊贝,,,,,
𱟹,扌龶夊,,,,,
𱟺,扌口斤,,,,,
𱟻,手足,,,,,
𱟼,扌由丂,,,,,
𱟽,扌口冂人,,,,,
𱟾,扌夂彡,,,,,
𱟿,扌鸟了,,,,,
𱠀,扌〈⺮半〉〈横日〉,,,,,
𱠁,扌爫巳,,,,,
𱠂,扌人氺,,,,,
𱠃,扌冫亽龴,,,,,
𱠄,扌冖八干,扌冖儿干,,,,
𱠅,手言,,,,,
𱠆,扌文キ,,,,,
𱠇,扌木攵,,,,,
𱠈,扌木不,,,,,
𱠉,扌〈于下〉口⺕,,,,,
𱠊,扌囗夂⺀,,,,,
𱠋,日〈比左〉匕〈于下〉丿,,,,,
𱠌,手罒夕,,,,,
𱠍,扌艹⺇二,,,,,
𱠎,扌〢キ一八,,,,,
𱠏,扌宀八兀,扌宀儿兀,,,,
𱠐,扌人人一廾,,,,,
𱠑,手亽㇇心,手亼㇇心,,,,
𱠒,扌户方,扌戶方,,,,
𱠓,扌方攵,,,,,
𱠔,手龹㔾,,,,,
𱠕,扌而女,,,,,
𱠖,扌丆日夊,,,,,
𱠗,扌石又又,,,,,
𱠘,扌丁一日乂,,,,,
𱠙,扌罒匕匕,,,,,
𱠚,扌日业,,,,,
𱠛,扌禾中,,,,,
𱠜,扌〈享上〉冖几,扌〈享上〉冖儿,,,,
𱠝,扌立一大,,,,,
𱠞,手立日,,,,,
𱠟,扌弓〈丿丨〉厂㔾,,,,,
𱠠,扌而心,,,,,
𱠡,手冂大皿,,,,,
𱠢,扌自心,,,,,
𱠣,扌釒丁,,,,,
𱠤,氵𠄎〈丿丿〉扌戈,,,,,
𱠥,手䒑大辶,,,,,
𱠦,扌讠火火,,,,,
𱠧,扌〈变上〉木,,,,,
𱠨,扌宀⺌⺝,扌宀⺌⺼,,,,
𱠩,扌土立口,,,,,
𱠪,扌日一龰匕,,,,,
𱠫,扌𠂉口口口,,,,,
𱠬,扌⺮木一,,,,,
𱠭,扌⺮立,,,,,
𱠮,扌〈囟框〉㐅八夊,,,,,
𱠯,扌阝勹𠂉十凵,,,,,
𱠰,扌纟口日乚,,,,,
𱠱,手十卄貝,,,,,
𱠲,扌十甫寸,,,,,
𱠳,扌甲二八土,,,,,
𱠴,扌小丿⺈口儿丶,,,,,
𱠵,扌⺈口儿丶辶,,,,,
𱠶,扌宀心冂キ,,,,,
𱠷,扌文隹,,,,,
𱠸,扌纟彑〈豕下〉,,,,,
𱠹,扌山山山亽㇇,扌山山山亼㇇,,,,
𱠺,扌艹𠂇口心,,,,,
𱠻,扌日〈冓上〉𧘇,,,,,
𱠼,扌訁亠〈亥中〉人,,,,,
𱠽,扌龴乛亅頁,,,,,
𱠾,扌厂其斤,,,,,
𱠿,扌艹氵甫,,,,,
𱡀,扌广囗口示,,,,,
𱡁,扌立日刀口,,,,,
𱡂,扌糹⺊早,,,,,
𱡃,扌尸〈婁上〉女,,,,,
𱡄,扌大丆日丆日,,,,,
𱡅,扌〈黑上〉灬土,,,,,
𱡆,手虍田心,,,,,
𱡇,扌⺧口非,,,,,
𱡈,扌辛木木,,,,,
𱡉,手宀丿米田,,,,,
𱡊,扌弓口口日十,,,,,
𱡋,扌尸彳𠂉日夊,,,,,
𱡌,扌厂禾禾日,,,,,
𱡍,扌亠乡隹土,,,,,
𱡎,扌⺮罒戈人,,,,,
𱡏,扌臣〈⺮半〉罒手,扌臣𠂉一罒手,,,,
𱡐,扌門土厶皿,,,,,
𱡑,扌广廿灬⺕丿口,,,,,
𱡒,扌〈贵上〉貝辶大,,,,,
𱡓,扌巴石石石,,,,,
𱡔,扌亠〈臼〉⺝且,,,,,
𱡕,扌丷巾八攵魚,,,,,
𱡖,扌龻木,,,,,
𱡗,大一丂十又,,,,,
𱡘,未丷攵,,,,,
𱡙,亞⺊又,,,,,
𱡚,土宀〈比左〉攵,土宀匕攵,,,,
𱡛,土八土攵,土儿土攵,,,,
𱡜,田一〈丿丨〉攵,,,,,
𱡝,日亽㇇攵,日亼㇇攵,,,,
𱡞,厂日子攵,,,,,
𱡟,爫〈爰中〉又攵,,,,,
𱡠,隹口攵,,,,,
𱡡,米⺊冂人冂厶⺊又,,,,,
𱡢,文巾,,,,,
𱡣,文巾日,,,,,
𱡤,文十〈具上〉,,,,,
𱡥,文戶斤,,,,,
𱡦,文尸屮凵,,,,,
𱡧,文〈臼〉同西一灬,,,,,
𱡨,广臼人⺀十,,,,,
𱡩,口王斤,口𡈼斤,,,,
𱡪,白〈比左〉斤,白匕斤,,,,
𱡫,止心斤,,,,,
𱡬,八乂斤𠂇巾,,,,,
𱡭,自犬斤,,,,,
𱡮,止貝𠃊斤,,,,,
𱡯,厂艹日〈禺下〉斤,,,,,
𱡰,石斤⺮コ丨コ丨,,,,,
𱡱,方小丿,,,,,
𱡲,方𠂉十凵,,,,,
𱡳,方𠂉中,,,,,
𱡴,方艹⺇二,,,,,
𱡵,艹⺇二方,,,,,
𱡶,方𠂉土土,,,,,
𱡷,方丷〈曾中〉日,方八〈曾中〉日,,,,
𱡸,方𠂉厶厶厶人彡,,,,,
𱡹,〢日,,,,,
𱡺,日十又,,,,,
𱡻,日亽㇇,日亼㇇,,,,
𱡼,日丶力丶,,,,,
𱡽,日主,,,,,
𱡾,日〈攺左〉〈民下〉,,,,,
𱡿,日丆日,,,,,
𱢀,日一忄𠄎丿,,,,,
𱢁,日山夕,,,,,
𱢂,日羊,,,,,
𱢃,日犭火,,,,,
𱢄,日〈亻〉工八,,,,,
𱢅,日勹〈丿丿〉已,,,,,
𱢆,日人〈余下〉,,,,,
𱢇,日弓丨⺊一,,,,,
𱢈,日厶𠂉大,,,,,
𱢉,日龶𧘇,,,,,
𱢊,日臣卜,,,,,
𱢋,日禾子,,,,,
𱢌,日亽㇇心,日亼㇇心,,,,
𱢍,日宀㠯,日宀〈官下〉,,,,
𱢎,日衤刀,,,,,
𱢏,日戈丿一女,,,,,
𱢐,日寸自,,,,,
𱢑,土日土寸,,,,,
𱢒,日〈冓上〉𧘇,,,,,
𱢓,日扌冖儿二,,,,,
𱢔,日田心,,,,,
𱢕,日冂二目,,,,,
𱢖,日八刀皿,,,,,
𱢗,日⺄〈飞右〉丿〈丿丨〉⺄〈飞右〉,,,,,
𱢘,日⺈⺕心,,,,,
𱢙,日耳又又,,,,,
𱢚,日門人,,,,,
𱢛,日生尸匕,,,,,
𱢜,日宀丰口,日宀龶口,,,,
𱢝,日亠亻一夕刂,,,,,
𱢞,日丶〈即左〉月,日一〈即左〉月,,,,
𱢟,日广禾刂,,,,,
𱢠,日阝人〈余下〉,,,,,
𱢡,日一勹〈丿丿〉一日一,,,,,
𱢢,日艹爿士,,,,,
𱢣,日〢キ一八キ,,,,,
𱢤,日門〈于下〉丿,,,,,
𱢥,日土寸自,,,,,
𱢦,日木冂木冂,,,,,
𱢧,日厂人〈卬左〉卩辶,,,,,
𱢨,日山一王攵,,,,,
𱢩,日⺮亼口,,,,,
𱢪,日隹木,,,,,
𱢫,日隹〈雋下〉,,,,,
𱢬,𠂉〈無中〉灬日,,,,,
𱢭,日一釒欠,,,,,
𱢮,日虍豕,,,,,
𱢯,艹廿𠃊木日,,,,,
𱢰,日山甲二灬,,,,,
𱢱,日虍业一丂,,,,,
𱢲,日丿〈黽中〉⺕⺕コ㐅,日⺈〈黽中〉⺕⺕コ㐅,,,,
𱢳,氏虫虫日,,,,,
𱢴,早亼口口人人欠,,,,,
𱢵,日〢艹古,,,,,
𱢶,日罒又厶口,,,,,
𱢷,亼〈曾中〉日冉,,,,,
𱢸,亽龴月,亼龴月,亼ㄗ月,,,
𱢹,月土土,,,,,
𱢺,𠂇⺝米,,,,,
𱢻,月亼⺝刂心,,,,,
𱢼,月艹虍田皿,,,,,
𱢽,宀立日乚亡月王,,,,,
𱢾,木七,,,,,
𱢿,木⺄〈飞右〉,,,,,
𱣀,十又木,,,,,
𱣁,木一夕,,,,,
𱣂,木乌,,,,,
𱣃,木⺇二,,,,,
𱣄,木丶力丶,,,,,
𱣅,文木,,,,,
𱣆,木石,,,,,
𱣇,木业,,,,,
𱣈,木冂丨又,,,,,
𱣉,木人人一,,,,,
𱣊,木〈卬左〉丿卩,,,,,
𱣋,木又阝,,,,,
𱣌,木𠄎丿子,,,,,
𱣍,耳木,,,,,
𱣎,匸丨匸丨木,,,,,
𱣏,木艹乂,,,,,
𱣐,木贝刂,,,,,
𱣑,木冂人人,,,,,
𱣒,行木,,,,,
𱣓,木〈亻〉工丿,,,,,
𱣔,木𠂉几二,木𠂉〈⺇〉二,,,,
𱣕,木人止,,,,,
𱣖,木⺍一八,,,,,
𱣗,木亠〈亦下〉,,,,,
𱣘,木又戈,,,,,
𱣙,木走,,,,,
𱣚,木工贝,,,,,
𱣛,木乚土土,,,,,
𱣜,木扌厂㔾,,,,,
𱣝,木口巴,,,,,
𱣞,木口贝,,,,,
𱣟,木臼,木⺽,,,,
𱣠,木〈烏上〉一,,,,,
𱣡,木门木,,,,,
𱣢,木宀𠂇厶,,,,,
𱣣,木亡木,,,,,
𱣤,木门日,,,,,
𱣥,木大十廾,,,,,
𱣦,𠂇巾木口,,,,,
𱣧,木土土卜,,,,,
𱣨,木木⺇二,,,,,
𱣩,木艹⺇二,,,,,
𱣪,木艹巴,,,,,
𱣫,木人人一廾,,,,,
𱣬,方攵木,,,,,
𱣭,木方木,,,,,
𱣮,木氵包,,,,,
𱣯,木宀由,,,,,
𱣰,木氵土厶,,,,,
𱣱,木毌贝,,,,,
𱣲,木阝丁口,,,,,
𱣳,木女又弓,,,,,
𱣴,木一夕戋,,,,,
𱣵,木了口又一,木丂口又一,,,,
𱣶,木囗㐅〈四点〉,,,,,
𱣷,木口虫,,,,,
𱣸,木艹⺊尸,,,,,
𱣹,木夂卜日,木夂人日,,,,
𱣺,木宀八中,木宀儿中,,,,
𱣻,木力口贝,,,,,
𱣼,木矛亽㇇,木矛亼㇇,,,,
𱣽,木一夕刂灬,,,,,
𱣾,木一〈壴下〉寸,,,,,
𱣿,木艹夂口,,,,,
𱤀,木艹二木,,,,,
𱤁,木艹⺈巴,,,,,
𱤂,木艹火冂,,,,,
𱤃,㐅朩殳木,㐅朮殳木,,,,
𱤄,木亻大丁口,,,,,
𱤅,㐅朩日勹〈丿丿〉,㐅木日勹〈丿丿〉,,,,
𱤆,木亻立口,,,,,
𱤇,木氵小丿女,,,,,
𱤈,木木勹王丶,,,,,
𱤉,牙攵木口,,,,,
𱤊,目宀女木,,,,,
𱤋,木日戈〈万下〉,,,,,
𱤌,木山月月,,,,,
𱤍,木亼口田,,,,,
𱤎,木糹夂⺀,,,,,
𱤏,木木木木,,,,,
𱤐,木十戈〈壴下〉,,,,,
𱤑,未丷囗口廴,,,,,
𱤒,一木艹日大,,,,,
𱤓,木石見,,,,,
𱤔,木艹又又又又,,,,,
𱤕,木艹大十廾,,,,,
𱤖,木臼戈人,,,,,
𱤗,木夂口冫欠,木夂口二欠,,,,
𱤘,木丿皿〈豕下〉,,,,,
𱤙,木火火火,,,,,
𱤚,木门木〈柬中〉,,,,,
𱤛,木幺䒑自,,,,,
𱤜,未丷〈曾中〉日,,,,,
𱤝,木⺊夕又米,,,,,
𱤞,木虍冂八口,木虍冂儿口,,,,
𱤟,木艹日匃,,,,,
𱤠,木口二木毛,,,,,
𱤡,木⻊土寸,,,,,
𱤢,山亼冂卄丿未,,,,,
𱤣,木亻龶貝,,,,,
𱤤,木氵爫𠂉十凵,木氵〈豸上〉𠂉十凵,,,,
𱤥,木尸羊辶,,,,,
𱤦,〈叓上〉冖〈卬左〉ソ卩丶木,,,,,
𱤧,土耂日丿未,,,,,
𱤨,木⺮丿〈㢟右〉廴,木⺮丿止廴,,,,
𱤩,木⺮⺊早,,,,,
𱤪,木丿罒亻亠𧘇,,,,,
𱤫,木尸〈婁上〉女,,,,,
𱤬,木臣又貝,,,,,
𱤭,木戈〈万下〉木木,,,,,
𱤮,木土八土丸灬,,,,,
𱤯,木口口工口口,,,,,
𱤰,木彳十罒一心,,,,,
𱤱,木口口犬口口,,,,,
𱤲,木禾𠄎丿頁,,,,,
𱤳,木艹一田一田一,,,,,
𱤴,丿未宀丿米田,,,,,
𱤵,木亼口立⺝〈龍右〉,木亼口立⺼〈龍右〉,,,,
𱤶,木〈臼〉同木木灬,,,,,
𱤷,耳阝欠,,,,,
𱤸,日〈禺下〉欠,,,,,
𱤹,弓冫弓冫欠,,,,,
𱤺,冫欠冫欠冫欠,二欠二欠二欠,,,,
𱤻,〈反止〉,,,,,
𱤼,止丁,,,,,
𱤽,厂止,,,,,
𱤾,止𠂉乙,,,,,
𱤿,之止,,,,,
𱥀,止〈⺮半〉又,止𠂉丿又,,,,
𱥁,止刀口,,,,,
𱥂,一止一止,,,,,
𱥃,止夕人彡,,,,,
𱥄,止〈享上〉冖丁,,,,,
𱥅,䒑自止,,,,,
𱥆,尸毛小丿止,,,,,
𱥇,覀大巳止,,,,,
𱥈,月豕止又,⺼豕止又,,,,
𱥉,止匕立日心,,,,,
𱥊,行韋止,,行ユ丨口一巾止,,,
𱥋,一夕凡,,,,,
𱥌,⺊冂丶⺊又,,,,,
𱥍,止夕丂,,,,,
𱥎,一夕匕厶口,,,,,
𱥏,一夕⺊早,,,,,
𱥐,一夕亼口卩,,,,,
𱥑,一夕⺆土口,,,,,
𱥒,一夕古月,一夕古⺼,,,,
𱥓,一夕韋,,,,,
𱥔,一夕艹一夕匕廾,,,,,
𱥕,艹日大一夕匕,,,,,
𱥖,士几殳,,,,,
𱥗,十冖子殳,,,,,
𱥘,扌斤㐅朩殳,扌斤㐅木殳,,,,
𱥙,艹口口隹殳,卝口口隹殳,,,,
𱥚,艹罒厂〈黑上〉灬殳,卝罒厂〈黑上〉灬殳,,,,
𱥛,未母,,,,,
𱥜,⺧儿母,,,,,
𱥝,龶母𠂉母攵,,,,,
𱥞,毛一冂人,,,,,
𱥟,毛戈𠄌,,,,,
𱥠,夫丷毛,,,,,
𱥡,冖𧘇毛,,,,,
𱥢,毛𡗗日,,,,,
𱥣,毛艹𠂇口,,,,,
𱥤,毛立日乚,,,,,
𱥥,鹿毛,,,,,
𱥦,罒土䒑十毛,,,,,
𱥧,毛日〢辰,,,,,
𱥨,〈攺左〉㇂彡丶,,,,,
𱥩,〈改左〉〈攺左〉〈民下〉,,,,,
𱥪,气㐅𠂇巾,,,,,
𱥫,气立口,,,,,
𱥬,〈变上〉虫气,,,,,
𱥭,气米龶⺝,,,,,
𱥮,丿〈于下〉〈㇇く〉,,,,,
𱥯,人氺,,,,,
𱥰,氵丷丨,,,,,
𱥱,氵尸,,,,,
𱥲,氵𠂇冂,,,,,
𱥳,氵二〈丿丨〉,,,,,
𱥴,氵キ丶,,,,,
𱥵,氵冂㐅,,,,,
𱥶,氵⺊了,,,,,
𱥷,八刀水,,,,,
𱥸,氵亻卜,,,,,
𱥹,氵⺇二,,,,,
𱥺,氵丷又,,,,,
𱥻,氵刀〈丶丶〉,,,,,
𱥼,氵王丶,,,,,
𱥽,一〈厂〉二水,,,,,
𱥾,氵一冂一丄,氵一冂一𠃊,,,,
𱥿,氵⺊一丄,,,,,
𱦀,氵口力,,,,,
𱦁,氵亻士,,,,,
𱦂,氵亠子,,,,,
𱦃,氵弔丿,,,,,
𱦄,屮凵水,,,,,
𱦅,氵一〈至上〉力,,,,,
𱦆,西水,,,,,
𱦇,氵大亡,,,,,
𱦈,氵车九,,,,,
𱦉,氵厂止,,,,,
𱦊,氵扌丸,,,,,
𱦋,水囗口,,,,,
𱦌,氵⺊大丶,,,,,
𱦍,氵口㇇乀,,,,,
𱦎,氵丨儿一儿,,,,,
𱦏,氵人人人,,,,,
𱦐,氵〈印左〉卩,,,,,
𱦑,氵人土丶,氵丿乀土丶,,,,
𱦒,氵爫丁,,,,,
𱦓,氵爫了,,,,,
𱦔,氵丿乀水,,,,,
𱦕,亼口水,,,,,
𱦖,氵壬几,,,,,
𱦗,氵丿𠂇又丶,,,,,
𱦘,氵厶𠂇乂,,,,,
𱦙,氵尢木,,,,,
𱦚,氵大⺝,氵大月,,,,
𱦛,氵二卅丶,,,,,
𱦜,氵囗一兀,,,,,
𱦝,氵口中,,,,,
𱦞,氵丨日又,,,,,
𱦟,氵丿⺊一八,,,,,
𱦠,氵口八乂,,,,,
𱦡,氵艹亡,,,,,
𱦢,氵欠女,,,,,
𱦣,氵八乂口,,,,,
𱦤,氵儿〈丿丨〉一冂,,,,,
𱦥,氵⺁𠃌水,,,,,
𱦦,氵〈鱼上〉,,,,,
𱦧,氵亻皮,,,,,
𱦨,氵角,,,,,
𱦩,氵广𧘇,,,,,
𱦪,氵亠八夊,,,,,
𱦫,氵火小,,,,,
𱦬,氵宀止,,,,,
𱦭,氵门一廾,,,,,
𱦮,氵⺄十辶,,,,,
𱦯,氵⺕攵,,,,,
𱦰,氵艹一夫,氵龷夫,,,,
𱦱,氵大丷巛,,,,,
𱦲,氵木攵,,,,,
𱦳,氵囗禾,,,,,
𱦴,氵冖八水,氵冖儿水,,,,
𱦵,氵〈具上〉八,,,,,
𱦶,氵罒十ㄣ,,,,,
𱦷,氵斤欠,,,,,
𱦸,氵白小,,,,,
𱦹,氵夕〈丶丶〉寸,,氵夕〈于下〉⺍,,,
𱦺,氵儿〈丿丨〉一廾,,,,,
𱦻,氺人人丿几一,,,,,
𱦼,氵亡目,,,,,
𱦽,氵宀弓厶,,,,,
𱦾,氵户火,氵戶火,,,,
𱦿,氵宀子力,,,,,
𱧀,氵广亻寸,,,,,
𱧁,氵女未,,,,,
𱧂,氵ユ十木,,,,,
𱧃,氵⺕木一,,,,,
𱧄,氵大𠃊大𠃊,,,,,
𱧅,氵山人巳,,,,,
𱧆,水水欠,,,,,
𱧇,尸毛永,,,,,
𱧈,氵一由寸,,,,,
𱧉,氵十冖子力,,,,,
𱧊,氵丆日小,,,,,
𱧋,氵廿𠃊＃,,,,,
𱧌,氵未龷,,,,,
𱧍,氵龶刀廾,,,,,
𱧎,氵石又又,,,,,
𱧏,氵卄十卄,,,,,
𱧐,氵冖八未,氵冖儿未,,,,
𱧑,氵冖八一火,氵冖儿一火,,,,
𱧒,氵艹冂キ,,,,,
𱧓,氵罒丰,,,,,
𱧔,氵艹亽龴,,,,,
𱧕,氵人二丷土,,,,,
𱧖,氵勹巳灬,,,,,
𱧗,氵八〈余下〉刂,,,,,
𱧘,氵𠂊夂朩,氵𠂊夂木,,,,
𱧙,氺人人儿丿〈飞右〉,,,,,
𱧚,氵钅欠,,,,,
𱧛,氵䒑大阝,,,,,
𱧜,氵门虫,,,,,
𱧝,氵米弓,,,,,
𱧞,氵永日,,,,,
𱧟,氵宀八𠂇厶,氵宀儿𠂇厶,,,,
𱧠,氵宀夂口,,,,,
𱧡,氵宀米,,,,,
𱧢,氵冫欠女,氵二欠女,,,,
𱧣,氵广コ〢又,,,,,
𱧤,氵䒑丿皿,,,,,
𱧥,氵〈立上〉冂口,,,,,
𱧦,氵米一乂,,,,,
𱧧,氵丶〈即左〉阝,氵一〈即左〉阝,,,,
𱧨,氵刀丶刀丶山,,,,,
𱧩,氵尸ユ土丶,,,,,
𱧪,氵⺕冖火,,,,,
𱧫,氵厶〈祭上〉二,氵厶夕又二,,,,
𱧬,氵刀刀刀山,,,,,
𱧭,氵阝艮,,,,,
𱧮,氵土甲二,,,,,
𱧯,氵丰刀手,,,,,
𱧰,氵十䒑八小,,,,,
𱧱,氵一⺈日⺍,,,,,
𱧲,士示又氺,,,,,
𱧳,氵扌辰,,,,,
𱧴,氵目皿,,,,,
𱧵,氵艹勹日,,,,,
